code	athletes	athletes_codes
TENMDOUBLES-NED01	"['GRIEKSPOOR Tallon', 'KOOLHOF Wesley']"	"['1966950', '1966952']"
TENMDOUBLES-NED02	"['HAASE Robin', 'ROJER Jean-Julien']"	"['1966948', '1966949']"
TENMDOUBLES-POL01	"['HURKACZ Hubert', 'ZIELINSKI Jan']"	"['1932177', '1932184']"
TENMDOUBLES-POR01	"['BORGES Nuno', 'CABRAL Francisco']"	"['1937336', '1937335']"
TENMDOUBLES-USA01	"['FRITZ Taylor', 'PAUL Tommy']"	"['1930782', '1930801']"
TENMDOUBLES-USA02	"['KRAJICEK Austin', 'RAM Rajeev']"	"['1930790', '1930804']"
TENWDOUBLES-AIN01	"['ALEXANDROVA Ekaterina', 'VESNINA Elena']"	"['1979721', '1979712']"
TENWDOUBLES-AIN02	"['ANDREEVA Mirra', 'SHNAIDER Diana']"	"['1979734', '1979732']"
TENWDOUBLES-ARG01	"['CARLE Maria Lourdes', 'PODOROSKA Nadia']"	"['1895859', '1896025']"
TENWDOUBLES-AUS01	"['PEREZ Ellen', 'SAVILLE Daria']"	"['1967758', '1967757']"
TENWDOUBLES-AUS02	"['GADECKI Olivia', 'TOMLJANOVIC Ajla']"	"['1967770', '1967750']"
TENWDOUBLES-BRA01	"['HADDAD MAIA Beatriz', 'STEFANI Luisa']"	"['1955853', '1955862']"
TENWDOUBLES-CAN01	"['DABROWSKI Gabriela', 'FERNANDEZ Leylah']"	"['1972627', '1972636']"
TENWDOUBLES-CHN01	"['YUAN Yue', 'ZHANG Shuai']"	"['1927711', '1927716']"
TENWDOUBLES-CHN02	"['WANG Xinyu', 'ZHENG Saisai']"	"['1927719', '4658690']"
TENWDOUBLES-CZE01	"['MUCHOVA Karolina', 'NOSKOVA Linda']"	"['1901336', '1901337']"
TENWDOUBLES-CZE02	"['KREJCIKOVA Barbora', 'SINIAKOVA Katerina']"	"['1901331', '1901342']"
TENWDOUBLES-ESP01	"['BUCSA Cristina', 'SORRIBES TORMO Sara']"	"['1563687', '1563681']"
TENWDOUBLES-FRA01	"['GARCIA Caroline', 'PARRY Diane']"	"['1889652', '1889655']"
TENWDOUBLES-FRA02	"['BUREL Clara', 'GRACHEVA Varvara']"	"['1889654', '1889653']"
TENWDOUBLES-GBR01	"['BOULTER Katie', 'WATSON Heather']"	"['1900424', '1900442']"
TENWDOUBLES-GER01	"['KERBER Angelique', 'SIEGEMUND Laura']"	"['1558575', '1558576']"
TENWDOUBLES-GER02	"['KORPATSCH Tamara', 'MARIA Tatjana']"	"['1558587', '1558578']"
TENWDOUBLES-GRE01	"['PAPAMICHAIL Despoina', 'SAKKARI Maria']"	"['4979624', '1961362']"
TENWDOUBLES-ITA01	"['ERRANI Sara', 'PAOLINI Jasmine']"	"['1562409', '1910330']"
TENWDOUBLES-ITA02	"['BRONZETTI Lucia', 'COCCIARETTO Elisabetta']"	"['1562402', '1562418']"
TENWDOUBLES-JPN01	"['AOYAMA Shuko', 'SHIBAHARA Ena']"	"['1896659', '1896658']"
TENWDOUBLES-NED01	"['RUS Arantxa', 'SCHUURS Demi']"	"['1966945', '1966946']"
TENWDOUBLES-NZL01	"['ROUTLIFFE Erin', 'SUN Lulu']"	"['1926743', '1940154']"
TENWDOUBLES-POL01	"['LINETTE Magda', 'ROSOLSKA Alicja']"	"['1931914', '1932173']"
TENWDOUBLES-ROU01	"['BEGU Irina-Camelia', 'NICULESCU Monica']"	"['3528309', '1550075']"
TENWDOUBLES-ROU02	"['BOGDAN Ana', 'CRISTIAN Jaqueline Adina']"	"['1550072', '1550074']"
TENWDOUBLES-TPE01	"['HSIEH Su-Wei', 'TSAO Chia Yi']"	"['1887572', '1878329']"
TENWDOUBLES-TPE02	"['CHAN Hao-Ching', 'CHAN Latisha']"	"['1887569', '1887571']"
TENWDOUBLES-UKR01	"['KOSTYUK Marta', 'YASTREMSKA Dayana']"	"['1897531', '1897529']"
TENWDOUBLES-UKR02	"['KICHENOK Lyudmyla', 'KICHENOK Nadiia']"	"['1897528', '1897527']"
TENWDOUBLES-USA01	"['GAUFF Coco', 'PEGULA Jessica']"	"['1930784', '1930802']"
TENWDOUBLES-USA02	"['COLLINS Danielle', 'KRAWCZYK Desirae']"	"['1930776', '1930791']"
TENXDOUBLES-AIN01	"['ANDREEVA Mirra', 'MEDVEDEV Daniil']"	"['1979734', '1979738']"
TENXDOUBLES-ARG01	"['PODOROSKA Nadia', 'GONZALEZ Maximo']"	"['1896025', '1895948']"
TENXDOUBLES-AUS01	"['PEREZ Ellen', 'EBDEN Matthew']"	"['1967758', '1967767']"
TENXDOUBLES-BRA01	"['STEFANI Luisa', 'SEYBOTH WILD Thiago']"	"['1955862', '1955871']"
TENXDOUBLES-CAN01	"['DABROWSKI Gabriela', 'AUGER-ALIASSIME Felix']"	"['1972627', '1972646']"
TENXDOUBLES-CHN01	"['WANG Xinyu', 'ZHANG Zhizhen']"	"['1927719', '1927704']"
TENXDOUBLES-CRO01	"['VEKIC Donna', 'PAVIC Mate']"	"['1554972', '1554966']"
TENXDOUBLES-CZE01	"['SINIAKOVA Katerina', 'MACHAC Tomas']"	"['1901342', '1901333']"
TENXDOUBLES-DEN01	"['WOZNIACKI Caroline', 'RUNE Holger']"	"['1892333', '1892332']"
TENXDOUBLES-ESP01	"['SORRIBES TORMO Sara', 'GRANOLLERS Marcel']"	"['1563681', '1563691']"
TENXDOUBLES-FRA01	"['GARCIA Caroline', 'ROGER-VASSELIN Edouard']"	"['1889652', '1889641']"
TENXDOUBLES-GBR01	"['WATSON Heather', 'SALISBURY Joe']"	"['1900442', '1900440']"
TENXDOUBLES-GER01	"['SIEGEMUND Laura', 'ZVEREV Alexander']"	"['1558576', '1558569']"
TENXDOUBLES-GRE01	"['SAKKARI Maria', 'TSITSIPAS Stefanos']"	"['1961362', '1961363']"
TENXDOUBLES-ITA01	"['ERRANI Sara', 'VAVASSORI Andrea']"	"['1562409', '1562404']"
TENXDOUBLES-JPN01	"['SHIBAHARA Ena', 'NISHIKORI Kei']"	"['1896658', '1896664']"
TENXDOUBLES-NED01	"['SCHUURS Demi', 'KOOLHOF Wesley']"	"['1966946', '1966952']"
TENXDOUBLES-SUI01	"['GOLUBIC Viktorija', 'WAWRINKA Stan']"	"['1976547', '1977908']"
TENXDOUBLES-USA01	"['GAUFF Coco', 'FRITZ Taylor']"	"['1930784', '1930782']"
TRIXTEAM4---AUS01	"['WILLIAN Luke', 'van COEVORDEN Natalie', 'HAUSER Matthew', 'LINN Sophie']"	"['1946390', '1946392', '1946391', '1946393']"
TRIXTEAM4---AUT01	"['KNABL Alois', 'HAUSER Julia', 'KAINDL Tjebbe', 'PERTERER Lisa']"	"['1558238', '1558236', '1558237', '1558240']"
TRIXTEAM4---BEL01	"['VAN RIEL Marten', 'VERMEYLEN Jolien', 'GEENS Jelle', 'MICHEL Claire']"	"['1915398', '1903292', '1903287', '1903291']"
TRIXTEAM4---BRA01	"['HIDALGO Miguel', 'ARNOLD Djenyfer', 'MESSIAS Manoel', 'LOPES Vittoria']"	"['1960872', '1960867', '1960871', '1960873']"
TRIXTEAM4---ESP01	"['GONZALEZ GARCIA Alberto', 'GODOY CONTRERAS Anna', 'SERRAT SEOANE Antonio', 'CASILLAS GARCIA Miriam']"	"['1938082', '1938081', '1938089', '1938079']"
TRIXTEAM4---FRA01	"['le CORRE Pierre', 'LOMBARDI Emma', 'BERGERE Leo', 'BEAUGRAND Cassandre']"	"['1543969', '1543964', '1543967', '1543963']"
TRIXTEAM4---GBR01	"['YEE Alex', 'TAYLOR-BROWN Georgia', 'DICKINSON Samuel', 'POTTER Beth']"	"['1904251', '1904248', '1904232', '1904244']"
TRIXTEAM4---GER01	"['HELLWIG Tim', 'TERTSCH Lisa', 'LUEHRS Lasse', 'LINDEMANN Laura']"	"['1558780', '1558784', '1558775', '1558773']"
TRIXTEAM4---ITA01	"['POZZATTI Gianluca', 'BETTO Alice', 'CROCIANI Alessio', 'STEINHAUSER Verena']"	"['1560544', '1560538', '1560546', '1560540']"
TRIXTEAM4---MEX01	"['PENAFLOR MOYSEN Aram Michell', 'TAPIA VIDAL Rosa Maria', 'GRAJALES Crisanto', 'RUEDA SANTOS Lizeth']"	"['1535442', '1533189', '1533190', '1533188']"
TRIXTEAM4---NED01	"['KOLKMAN Mitch', 'KINGMA Maya', 'MURRAY Richard', 'KLAMER Rachel']"	"['1968259', '1968257', '1968258', '1968256']"
TRIXTEAM4---NOR01	"['THORN Vetle Bergsvik', 'MILLER Lotte', 'BLUMMENFELT Kristian', 'LOVSETH Solveig']"	"['1878623', '1878621', '1878624', '1878622']"
TRIXTEAM4---NZL01	"['WILDE Hayden', 'THORPE Ainsley', 'McCULLOUGH Dylan', 'van der KAAY Nicole']"	"['1926549', '1926551', '1926547', '1926545']"
TRIXTEAM4---POR01	"['BATISTA Ricardo', 'SANTOS Melanie', 'VILACA Vasco', 'TOME Maria']"	"['1917133', '1917128', '1917163', '1917132']"
TRIXTEAM4---SUI01	"['STUDER Max', 'DERRON Julie', 'FRIDELANCE Sylvain', 'SCHAR Cathia']"	"['1977878', '1976489', '1976404', '1977839']"
TRIXTEAM4---USA01	"['RIDER Seth', 'SPIVEY Taylor', 'PEARSON Morgan', 'KNIBB Taylor']"	"['1930750', '1930752', '1930747', '1930739']"
TTEMTEAM----AUS01	"['BAE Hwan', 'LUU Finn', 'LUM Nicholas']"	"['1946676', '1946674', '1946683']"
TTEMTEAM----BRA01	"['CALDERANO Hugo', 'ISHIY Vitor', 'TEODORO Guilherme']"	"['1958377', '1958386', '1958375']"
TTEMTEAM----CAN01	"['HAZIN Jeremy', 'LY Edward', 'WANG Eugene']"	"['1961120', '1961108', '1961122']"
TTEMTEAM----CHN01	"['FAN Zhendong', 'MA Long', 'WANG Chuqin']"	"['1902295', '1902300', '1902301']"
TTEMTEAM----CRO01	"['GACINA Andrej', 'PUCAR Tomislav', 'ZELJKO Filip']"	"['1565009', '1565008', '1565010']"
TTEMTEAM----DEN01	"['GROTH Jonathan', 'LIND Anders', 'ANDERSEN Martin Buch']"	"['1879345', '1879343', '1879344']"
TTEMTEAM----EGY01	"['EL-BEIALI Mohamed', 'ABDEL-AZIZ Youssef', 'ASSAR Khalid']"	"['1902709', '1902694', '1902725']"
TTEMTEAM----FRA01	"['GAUZY Simon', 'LEBRUN Alexis', 'LEBRUN Felix']"	"['1889178', '1889176', '1889177']"
TTEMTEAM----GER01	"['QIU Dang', 'OVTCHAROV Dimitrij', 'BOLL Timo']"	"['1542547', '1542541', '1542539']"
TTEMTEAM----IND01	"['ACHANTA Sharath Kamal', 'DESAI Harmeet', 'THAKKAR Manav Vikash']"	"['1538151', '1538190', '1538104']"
TTEMTEAM----JPN01	"['HARIMOTO Tomokazu', 'TOGAMI Shunsuke', 'SHINOZUKA Hiroto']"	"['1931099', '1931109', '1931106']"
TTEMTEAM----KOR01	"['LIM Jonghoon', 'CHO Daeseong', 'JANG Woojin']"	"['1936429', '1936413', '1936418']"
TTEMTEAM----POR01	"['GERALDO Joao', 'FREITAS Marcos', 'APOLONIA Tiago']"	"['1937382', '1937383', '1937387']"
TTEMTEAM----SLO01	"['KOZUL Deni', 'HRIBAR Peter', 'JORGIC Darko']"	"['1980867', '1981480', '1980863']"
TTEMTEAM----SWE01	"['KALLBERG Anton', 'KARLSSON Kristian', 'MOREGARD Truls']"	"['1563381', '1563386', '1563390']"
TTEMTEAM----TPE01	"['LIN Yun-Ju', 'KAO Cheng-Jui', 'CHUANG Chih-Yuan']"	"['1800795', '1803711', '1801876']"
TTEWTEAM----AUS01	"['JEE Minhyung', 'BROMLEY Michelle', 'TAPPER Melissa']"	"['1968312', '1946682', '1946681']"
TTEWTEAM----BRA01	"['TAKAHASHI Giulia', 'TAKAHASHI Bruna', 'ALEXANDRE Bruna']"	"['1958374', '1958369', '1958368']"
TTEWTEAM----CHN01	"['CHEN Meng', 'SUN Yingsha', 'WANG Manyu']"	"['1902307', '1902313', '1902314']"
TTEWTEAM----EGY01	"['MESHREF Dina', 'GODA Hana', 'ALHODABY Mariam']"	"['1902793', '1902842', '1902805']"
TTEWTEAM----FRA01	"['LUTZ Charlotte', 'PAVADE Prithika', 'YUAN Jia Nan']"	"['1889191', '1889188', '1889187']"
TTEWTEAM----GER01	"['SHAN Xiaona', 'KAUFMANN Annett', 'WAN Yuan']"	"['1542543', '1542553', '1542550']"
TTEWTEAM----HKG01	"['DOO Hoi Kem', 'LEE Ho Ching', 'ZHU Chengzhu']"	"['1962227', '1962229', '1962231']"
TTEWTEAM----IND01	"['BATRA Manika', 'AKULA Sreeja', 'KAMATH Archana Girish']"	"['1538096', '1538136', '1538193']"
TTEWTEAM----JPN01	"['HAYATA Hina', 'HARIMOTO Miwa', 'HIRANO Miu']"	"['1931100', '1931098', '1931101']"
TTEWTEAM----KOR01	"['SHIN Yubin', 'JEON Jihee', 'LEE Eunhye']"	"['1936435', '1936419', '1936425']"
TTEWTEAM----POL01	"['BAJOR Natalia', 'WEGRZYN Anna', 'WIELGOS Zuzanna']"	"['1954535', '1954537', '1954540']"
TTEWTEAM----ROU01	"['DIACONU Adina', 'SZOCS Bernadette', 'SAMARA Elizabeta']"	"['1541471', '1541478', '1541477']"
TTEWTEAM----SWE01	"['BERGSTROM Linda', 'KALLBERG Christina', 'BERGAND Filippa']"	"['1563384', '1563383', '1563382']"
TTEWTEAM----THA01	"['SAWETTABUT Suthasini', 'PARANANG Orawan', 'SAWETTABUT Jinnipa']"	"['1895280', '1895281', '1895282']"
TTEWTEAM----TPE01	"['CHENG I-Ching', 'CHIEN Tung-Chuan', 'CHEN Szu-Yu']"	"['1812512', '1822208', '1814043']"
TTEWTEAM----USA01	"['SUNG Rachel', 'WANG Amy', 'ZHANG Lily']"	"['1930832', '1930833', '1930826']"
TTEXDOUBLES-AUS01	"['LUM Nicholas', 'JEE Minhyung']"	"['1946683', '1968312']"
TTEXDOUBLES-BRA01	"['ISHIY Vitor', 'TAKAHASHI Bruna']"	"['1958386', '1958369']"
TTEXDOUBLES-CHN01	"['WANG Chuqin', 'SUN Yingsha']"	"['1902301', '1902313']"
TTEXDOUBLES-CUB01	"['CAMPOS Jorge', 'FONSECA CARRAZANA Daniela']"	"['1541367', '1541364']"
TTEXDOUBLES-EGY01	"['ASSAR Omar', 'MESHREF Dina']"	"['1902703', '1902793']"
TTEXDOUBLES-ESP01	"['ROBLES Alvaro', 'XIAO Maria']"	"['1563520', '1563521']"
TTEXDOUBLES-FRA01	"['LEBRUN Alexis', 'YUAN Jia Nan']"	"['1889176', '1889187']"
TTEXDOUBLES-GER01	"['QIU Dang', 'MITTELHAM Nina']"	"['1542547', '1542549']"
TTEXDOUBLES-HKG01	"['WONG Chun Ting', 'DOO Hoi Kem']"	"['1962225', '1962227']"
TTEXDOUBLES-HUN01	"['ECSEKI Nandor', 'MADARASZ Dora']"	"['1949741', '1949770']"
TTEXDOUBLES-JPN01	"['HARIMOTO Tomokazu', 'HAYATA Hina']"	"['1931099', '1931100']"
TTEXDOUBLES-KOR01	"['LIM Jonghoon', 'SHIN Yubin']"	"['1936429', '1936435']"
TTEXDOUBLES-PRK01	"['RI Jong Sik', 'KIM Kum Yong']"	"['1980143', '1980142']"
TTEXDOUBLES-ROU01	"['IONESCU Ovidiu', 'SZOCS Bernadette']"	"['1541474', '1541478']"
TTEXDOUBLES-SWE01	"['KARLSSON Kristian', 'KALLBERG Christina']"	"['1563386', '1563383']"
TTEXDOUBLES-TPE01	"['LIN Yun-Ju', 'CHEN Szu-Yu']"	"['1800795', '1814043']"
VBVMTEAM2---AUS01	"['HODGES Thomas', 'SCHUBERT Zachery']"	"['1947164', '1947165']"
VBVMTEAM2---AUS02	"['NICOLAIDIS Mark', 'CARRACHER Izac']"	"['1947160', '1947155']"
VBVMTEAM2---AUT01	"['HOERL Julian', 'HORST Alexander']"	"['1565921', '1565923']"
VBVMTEAM2---BRA01	"['SOUTO MAIOR WANDERLEY George', 'LOYOLA STEIN Andre']"	"['1964100', '1964066']"
VBVMTEAM2---BRA02	"['GONCALVES OLIVEIRA JUNIOR Evandro', 'DIEGO MARIANO LANCI Arthur']"	"['1964085', '1964053']"
VBVMTEAM2---CAN01	"['SCHACHTER Samuel', 'DEARING Daniel']"	"['1967345', '1967339']"
VBVMTEAM2---CHI01	"['GRIMALT Marco', 'GRIMALT Esteban']"	"['1938623', '1938610']"
VBVMTEAM2---CUB01	"['DIAZ AMARO Noslen', 'ALAYO MOLINER Jorge Luis']"	"['1893578', '1893580']"
VBVMTEAM2---CZE01	"['PERUSIC Ondrej', 'SCHWEINER David']"	"['1962752', '1962763']"
VBVMTEAM2---ESP01	"['HERRERA ALLEPUZ Pablo', 'GAVIRA COLLADO Adrian']"	"['1879630', '1879628']"
VBVMTEAM2---FRA01	"['KROU Youssef', 'GAUTHIER-RAT Arnaud']"	"['1565100', '1565101']"
VBVMTEAM2---FRA02	"['BASSEREAU Remi', 'LYNEEL Julien']"	"['1565103', '1565102']"
VBVMTEAM2---GER01	"['EHLERS Nils', 'WICKLER Clemens']"	"['1562864', '1562868']"
VBVMTEAM2---ITA01	"['COTTAFAVA Samuele', 'NICOLAI Paolo']"	"['1921949', '1921948']"
VBVMTEAM2---ITA02	"['RANGHIERI Alex', 'CARAMBULA RAURICH Adrian Ignacio']"	"['1921950', '1921951']"
VBVMTEAM2---MAR01	"['ABICHA Mohammed', 'ELGRAOUI Zouheir']"	"['1549446', '1549548']"
VBVMTEAM2---NED01	"['BOERMANS Stefan', 'de GROOT Yorick']"	"['1965090', '1965094']"
VBVMTEAM2---NED02	"['van de VELDE Steven', 'IMMERS Matthew']"	"['1965089', '1965088']"
VBVMTEAM2---NOR01	"['MOL Anders Berntsen', 'SOERUM Christian Sandlie']"	"['1878383', '1878386']"
VBVMTEAM2---POL01	"['BRYL Michal', 'LOSIAK Bartosz']"	"['1928455', '1928454']"
VBVMTEAM2---QAT01	"['YOUNOUSSE Cherif', 'TIJAN Ahmed']"	"['1888835', '1888832']"
VBVMTEAM2---SWE01	"['AHMAN David', 'HELLVIG Jonatan']"	"['1934586', '1934579']"
VBVMTEAM2---USA01	"['PARTAIN Miles', 'BENESH Andrew']"	"['1918093', '1918071']"
VBVMTEAM2---USA02	"['EVANS Miles', 'BUDINGER Chase']"	"['1918082', '1918073']"
VBVWTEAM2---AUS01	"['ARTACHO del SOLAR Mariafe', 'CLANCY Taliqua']"	"['1947159', '1947163']"
VBVWTEAM2---BRA01	"['SILVA RAMOS Ana Patricia', 'SANTOS LISBOA Eduarda']"	"['1964058', '1964088']"
VBVWTEAM2---BRA02	"['SOLBERG SALGADO Carolina', 'SEIXAS de FREITAS Barbara']"	"['1964075', '1964067']"
VBVWTEAM2---CAN01	"['HUMANA-PAREDES Melissa', 'WILKERSON Brandie']"	"['1967340', '1967346']"
VBVWTEAM2---CAN02	"['BANSLEY Heather', 'BUKOVEC Sophie']"	"['1967347', '1967338']"
VBVWTEAM2---CHN01	"['XUE Chen', 'XIA Xinyi']"	"['1898475', '1898476']"
VBVWTEAM2---CZE01	"['HERMANNOVA Barbora', 'STOCHLOVA Marie-Sara']"	"['1962740', '1962764']"
VBVWTEAM2---EGY01	"['ABDELHADY Marwa', 'ELGHOBASHY Doaa']"	"['4657613', '4657612']"
VBVWTEAM2---ESP01	"['ALVAREZ MENDOZA Daniela', 'MORENO MATVEEVA Tania']"	"['1879625', '1879632']"
VBVWTEAM2---ESP02	"['FERNANDEZ STEINER Liliana', 'SORIA GUTIERREZ Paula']"	"['1879626', '1879633']"
VBVWTEAM2---FRA01	"['VIEIRA Clemence', 'CHAMEREAU Aline']"	"['1565109', '1565108']"
VBVWTEAM2---FRA02	"['PLACETTE Lezana', 'RICHARD Alexia']"	"['1565107', '1565106']"
VBVWTEAM2---GER01	"['MUELLER Svenja', 'TILLMANN Cinja']"	"['1562874', '1562921']"
VBVWTEAM2---GER02	"['LUDWIG Laura', 'LIPPMANN Louisa']"	"['1562869', '1562890']"
VBVWTEAM2---ITA01	"['GOTTARDI Valentina', 'MENEGATTI Marta']"	"['1921944', '1921943']"
VBVWTEAM2---JPN01	"['HASEGAWA Akiko', 'ISHII Miki']"	"['1902180', '1902190']"
VBVWTEAM2---LAT01	"['GRAUDINA Tina', 'SAMOILOVA Anastasija']"	"['1947235', '1947236']"
VBVWTEAM2---LTU01	"['PAULIKIENE Monika', 'RAUPELYTE Aine']"	"['1951198', '1951035']"
VBVWTEAM2---NED01	"['STAM Katja', 'SCHOON Raisa']"	"['1965087', '1965086']"
VBVWTEAM2---PAR01	"['POLETTI Giuliana', 'VALIENTE AMARILLA Michelle Sharon']"	"['1546675', '1546670']"
VBVWTEAM2---SUI01	"['HUEBERLI Tanja', 'BRUNNER Nina']"	"['1976570', '1976465']"
VBVWTEAM2---SUI02	"['VERGE-DEPRE Zoe', 'BOEBNER Esmee']"	"['1977894', '1976452']"
VBVWTEAM2---USA01	"['NUSS Kristen', 'KLOTH Taryn']"	"['1918092', '1918087']"
VBVWTEAM2---USA02	"['HUGHES Sara', 'CHENG Kelly']"	"['1918086', '1918077']"
VVOMTEAM6---ARG01	"['de CECCO Luciano', 'LOSER Agustin', 'RAMOS Martin', 'LIMA Bruno', 'KOUKARTSEV Pablo Sergio', 'CONTE Facundo', 'PALONSKY Luciano', 'MARTINEZ FRANCHI Jan', 'DANANI Santiago', 'ZERBA Nicolas', 'SANCHEZ PAGES Matias', 'VICENTIN Luciano', 'PALACIOS Ezequiel']"	"['1907680', '1907656', '1908149', '1907676', '1907695', '1908163', '1907654', '1907650', '1907658', '1908151', '1907647', '1907784', '1907671']"
VVOMTEAM6---BRA01	"['REZENDE Bruno Mossa', 'BERGMANN Lukas Felipe', 'FERNANDES P.X.CAVALCANTE Adriano', 'LEAL HIDALGO Yoandy', 'GIL KRELING Fernando', 'SAATKAMP Lucas', 'HOSS Thales', 'SOUZA Ricardo Lucarelli', 'SOUZA Alan', 'RESENDE GUALBERTO Flavio', 'FERREIRA SOUZA Darlan', 'SANTOS Isac', 'HONORATO Henrique Dantas Nobrega']"	"['1964069', '1964125', '1964049', '1964196', '1964090', '1964133', '1964178', '1964172', '1964064', '1964089', '1964083', '1964104', '1964102']"
VVOMTEAM6---CAN01	"['HERR Luke', 'HOAG Nicholas', 'HOFER Brodie', 'DEMYANENKO Danny', 'KETRZYNSKI Xander', 'LUI Justin', 'LOEPPKY Eric', 'MAAR Stephen Timothy', 'WALSH Brett James', 'van BERKEL Lucas', 'SZWARC Arthur', 'McCARTHY Fynnian Lionel', 'BARNES Ryley Brendan']"	"['1934416', '1934410', '1934396', '1934399', '1934421', '1934384', '1934422', '1934424', '1934394', '1934383', '1934397', '1934431', '1934428']"
VVOMTEAM6---EGY01	"['ABDELRAHMAN Ahmed Azab', 'ELHADDAD Mohamed Osman', 'HASSAN Mohamed', 'EISSA Abdelrahman Elhossiny', 'SAYEDIN Mohamed', 'MASOUD Mohamed', 'ABDALLA Hossam', 'ALY Seifeldin Hassan', 'SEOUDY Abdelrahman', 'ABDELSALAM ABDELMOATY Mostafa Gaber', 'HAIKAL Reda', 'ISSA Mohamed Moustafa', 'OMAR Ahmed']"	"['1909684', '1909193', '1915306', '1909831', '1915290', '1909470', '1909747', '1909814', '1909867', '1909415', '1909771', '1909432', '1909693']"
VVOMTEAM6---FRA01	"['GREBENNIKOV Jenia', 'CHINENYEZE Barthelemy', 'JOUFFROY Quentin', 'le GOFF Nicolas', 'FAURE Theo', 'PATRY Jean', 'BRIZARD Antoine', 'TONIUTTI Benjamin', 'CLEVENOT Trevor', 'LOUATI Yacine', 'NGAPETH Earvin', 'TILLIE Kevin', 'CARLE Timothee']"	"['1574049', '1574045', '1574055', '1574057', '1574048', '1574061', '1574041', '1574067', '1574046', '1574058', '1574060', '1574065', '1574043']"
VVOMTEAM6---GER01	"['FROMM Christian', 'REICHERT Moritz', 'GROZER Gyorgy', 'KAMPA Lukas', 'BREHME Anton', 'SCHOTT Ruben', 'KARLITZEK Moritz', 'KRICK Tobias', 'BRAND Tobias', 'MAASE Lukas', 'TILLE Johannes', 'ZENGER Julian', 'ZIMMERMANN Jan']"	"['1562876', '1562883', '1562877', '1562879', '1562896', '1562884', '1562880', '1562881', '1562934', '1562922', '1562924', '1562885', '1562886']"
VVOMTEAM6---ITA01	"['GIANNELLI Simone', 'SBERTOLI Riccardo', 'ROMANO Yuri', 'BOVOLENTA Alessandro Alberto', 'GALASSI Gianluca', 'RUSSO Roberto', 'MICHIELETTO Alessandro', 'LAVIA Daniele', 'PORRO Luca', 'BOTTOLO Mattia', 'BALASO Fabio', 'LAURENZANO Gabriele', 'SANGUINETTI Giovanni']"	"['1921347', '1921345', '1921360', '1921355', '1921356', '1921364', '1921351', '1921353', '1921929', '1921365', '1921367', '1948495', '1921362']"
VVOMTEAM6---JPN01	"['NISHIDA Yuji', 'ONODERA Taishi', 'FUKATSU Akihiro', 'MIYAURA Kento', 'OTSUKA Tatsunori', 'YAMAUCHI Akihiro', 'SEKITA Masahiro', 'TAKAHASHI Kentaro', 'TOMITA Shoma', 'TAKAHASHI Ran', 'ISHIKAWA Yuki', 'KAI Masato', 'YAMAMOTO Tomohiro']"	"['1918712', '1918708', '1918659', '1918677', '1969964', '1918710', '1918714', '1918657', '1918658', '1918654', '1918706', '1918661', '1918700']"
VVOMTEAM6---POL01	"['KACZMAREK Lukasz', 'KUREK Bartosz', 'LEON VENERO Wilfredo', 'SLIWKA Aleksander', 'LOMACZ Grzegorz', 'KOCHANOWSKI Jakub', 'SEMENIUK Kamil', 'ZATORSKI Pawel', 'JANUSZ Marcin', 'BIENIEK Mateusz', 'FORNAL Tomasz', 'HUBER Norbert', 'BOLADZ Bartlomiej']"	"['1902882', '1902890', '1902892', '1902902', '1902893', '1902886', '1902901', '1902910', '1902881', '1902869', '1902875', '1902880', '1902870']"
VVOMTEAM6---SLO01	"['PLANINSIC Uros', 'STERN Toncek', 'PAJENK Alen', 'KOZAMERNIK Jan', 'VINCIC Dejan', 'STALEKAR Saso', 'KOVACIC Jani', 'STERN Ziga', 'ROPRET Gregor', 'URNAUT Tine', 'CEBULJ Klemen', 'MOZIC Rok', 'MUJANOVIC Nik']"	"['1981558', '1981548', '1980818', '1981124', '1980865', '1981504', '1981130', '1981587', '1980900', '1981540', '1981156', '1981495', '1981471']"
VVOMTEAM6---SRB01	"['KOVACEVIC Uros', 'KAPUR Milorad', 'KRSMANOVIC Petar', 'IVOVIC Marko', 'JOVOVIC Nikola', 'KUJUNDZIC Miran', 'PERIC Pavle', 'ATANASIJEVIC Aleksandar', 'LUBURIC Drazen', 'PODRASCANIN Marko', 'TODOROVIC Vuk', 'NEDELJKOVIC Aleksandar', 'MASULOVIC Nemanja']"	"['1948953', '1948951', '1948954', '1948949', '1948950', '1948955', '1948965', '1948945', '1948956', '1948968', '1948972', '1948962', '1948958']"
VVOMTEAM6---USA01	"['ANDERSON Matthew', 'AVERILL Taylor', 'CHRISTENSON Micah', 'DEFALCO Torey', 'HOLT Maxwell', 'JAESCHKE Thomas', 'JENDRYK II Jeffrey', ""MA'A Micah"", 'MUAGUTUTIA Garrett', 'RUSSELL Aaron', 'SHOJI Erik', 'SMITH David', 'ENSING Kyle']"	"['1917987', '1917988', '1917991', '1917993', '1918000', '1918002', '1918003', '1917982', '1918007', '1918009', '1918011', '1918012', '1917994']"
